Date,China,India,US,EU,Russia,Japan,Brazil,ROW,World
21/11/2019,32.76,6.90,14.88,11.30,5.08,3.41,1.39,31.13,110.39
22/11/2019,32.39,6.94,15.25,10.43,5.08,3.63,1.41,30.49,109.21
23/11/2019,32.38,6.94,14.26,8.34,5.02,2.98,1.36,29.09,103.96
24/11/2019,32.01,6.89,12.72,8.33,4.92,2.75,1.20,28.34,100.78
25/11/2019,33.50,6.62,13.94,10.60,5.02,3.16,1.34,30.40,108.11
26/11/2019,34.15,6.87,14.43,10.29,4.94,3.51,1.34,30.77,109.74
27/11/2019,34.62,6.90,14.44,9.65,4.85,3.56,1.32,30.71,109.54
28/11/2019,35.33,6.87,12.45,9.09,4.88,3.82,1.31,30.24,107.50
29/11/2019,35.82,6.77,12.92,10.06,4.85,3.77,1.34,30.32,109.38
30/11/2019,35.84,6.85,12.46,9.81,4.78,3.49,1.24,29.50,107.55
01/12/2019,31.57,6.73,12.68,9.71,4.88,3.03,1.10,27.63,100.98
02/12/2019,32.04,6.68,15.60,11.44,5.08,3.41,1.27,29.96,109.06
03/12/2019,31.43,6.91,15.99,11.94,5.06,3.49,1.27,30.21,109.78
04/12/2019,31.99,7.01,15.90,12.01,4.99,3.55,1.25,30.69,110.91
05/12/2019,32.72,7.03,15.39,11.74,4.94,3.68,1.25,30.92,111.23
06/12/2019,33.59,6.98,15.47,10.37,4.93,3.86,1.25,30.71,110.76
07/12/2019,33.25,6.97,14.26,8.71,4.87,3.69,1.20,29.67,106.24
08/12/2019,32.00,6.90,12.83,7.33,4.77,3.30,1.11,28.11,99.99
09/12/2019,32.57,6.85,14.23,9.69,4.88,3.68,1.22,30.03,106.73
10/12/2019,32.55,7.13,15.63,10.81,4.89,3.54,1.23,30.87,110.14
11/12/2019,32.48,7.28,16.82,11.12,4.90,3.50,1.25,31.37,112.26
12/12/2019,32.59,7.43,16.72,11.33,4.99,3.53,1.22,31.75,113.13
13/12/2019,32.33,7.58,16.24,10.34,5.00,3.72,1.24,30.48,110.58
14/12/2019,32.06,7.13,14.63,8.23,4.98,3.34,1.24,28.81,104.07
15/12/2019,31.25,7.31,13.52,7.56,4.91,3.29,1.14,28.26,100.92
16/12/2019,30.68,7.34,15.55,10.27,4.99,3.57,1.26,29.95,107.23
17/12/2019,31.30,7.93,16.54,10.43,4.93,3.61,1.27,30.57,110.14
18/12/2019,32.70,8.40,17.00,10.03,4.91,3.45,1.29,31.22,112.60
19/12/2019,33.18,8.63,17.31,9.08,4.78,3.68,1.28,31.44,113.04
20/12/2019,33.85,8.46,16.79,8.52,4.62,3.55,1.27,30.66,111.44
21/12/2019,33.76,8.42,15.11,7.90,4.72,3.50,1.19,29.91,108.27
22/12/2019,33.65,8.18,13.64,7.41,4.69,3.48,1.09,29.27,105.17
23/12/2019,33.81,8.21,14.62,8.03,4.73,3.64,1.21,29.99,107.90
24/12/2019,33.61,8.68,13.13,7.48,4.76,3.71,1.18,29.37,105.43
25/12/2019,33.67,9.03,10.15,6.77,4.83,3.72,0.93,27.60,100.07
26/12/2019,33.91,9.48,12.34,7.53,4.88,3.69,1.17,28.92,105.50
27/12/2019,33.89,10.00,13.22,8.97,4.98,3.44,1.20,29.68,109.09
28/12/2019,33.19,10.10,12.31,8.51,5.06,3.28,1.22,29.11,106.52
29/12/2019,32.47,9.88,11.30,7.94,5.06,3.03,1.11,28.09,102.61
30/12/2019,33.06,9.84,13.19,8.92,5.06,3.03,1.24,29.47,107.47
31/12/2019,34.11,9.54,13.90,9.00,4.85,2.86,1.19,30.03,108.99
01/01/2020,33.43,8.71,11.58,7.99,4.39,2.84,1.00,27.37,100.32
02/01/2020,33.28,7.81,13.07,9.29,4.52,2.89,1.24,29.88,105.13
03/01/2020,32.40,7.97,13.83,8.95,4.54,2.88,1.27,29.77,104.83
04/01/2020,33.19,8.23,12.88,8.30,4.55,3.00,1.21,29.98,104.63
05/01/2020,32.83,8.46,11.64,8.09,4.51,3.13,1.08,29.34,102.35
06/01/2020,32.75,8.10,14.18,9.28,4.52,3.56,1.27,30.21,107.03
07/01/2020,31.97,8.00,14.90,10.33,4.45,3.79,1.30,30.93,108.74
08/01/2020,32.27,8.29,14.52,10.33,4.59,3.59,1.28,30.77,108.63
09/01/2020,32.72,8.72,14.68,10.19,4.67,3.45,1.30,31.56,110.37
10/01/2020,32.78,8.99,14.03,10.20,4.68,3.55,1.33,31.69,110.40
11/01/2020,33.28,8.81,12.77,8.98,4.64,3.37,1.16,31.59,107.77
12/01/2020,32.54,8.46,12.00,7.98,4.57,3.31,1.03,30.69,103.75
13/01/2020,32.04,8.30,14.06,10.33,4.59,3.36,1.22,31.42,108.40
14/01/2020,31.40,8.40,14.46,9.62,4.63,3.74,1.23,32.23,108.70
15/01/2020,32.03,8.04,13.84,9.51,4.64,3.85,1.22,32.25,108.40
16/01/2020,31.83,7.71,14.94,9.99,4.63,3.89,1.23,32.05,109.33
17/01/2020,31.30,7.71,15.72,10.19,4.63,3.82,1.24,31.46,109.20
18/01/2020,29.92,7.98,14.54,9.48,4.61,3.69,1.25,30.77,105.40
19/01/2020,28.58,8.32,13.85,9.05,4.52,3.33,1.11,29.59,101.52
20/01/2020,27.74,8.17,15.92,11.38,4.59,3.61,1.30,30.68,106.49
21/01/2020,26.36,8.37,16.80,11.86,4.67,3.75,1.33,31.60,107.74
22/01/2020,24.86,8.39,16.18,12.07,4.63,3.89,1.32,31.18,105.53
23/01/2020,23.21,8.22,16.04,12.26,4.68,3.77,1.31,30.82,103.36
24/01/2020,22.60,8.47,15.36,12.26,4.72,3.54,1.32,30.08,101.47
25/01/2020,21.79,8.54,13.87,10.59,4.65,3.41,1.23,29.62,96.83
26/01/2020,21.30,8.18,12.99,9.14,4.58,3.33,1.12,28.20,91.98
27/01/2020,21.43,7.74,14.64,10.37,4.68,3.87,1.28,28.22,95.30
28/01/2020,21.05,7.77,15.18,9.88,4.83,3.74,1.33,28.92,95.64
29/01/2020,21.28,7.91,16.07,9.65,4.79,3.39,1.35,28.81,96.21
30/01/2020,21.05,8.22,16.22,9.47,4.75,3.39,1.33,28.96,96.41
31/01/2020,19.85,8.56,15.71,8.66,4.74,3.59,1.33,28.15,93.67
01/02/2020,19.41,8.46,14.18,7.65,4.81,3.43,1.28,27.13,89.43
02/02/2020,19.37,8.40,11.94,7.14,4.63,3.21,1.18,25.36,84.28
03/02/2020,19.51,8.12,13.14,9.14,4.65,3.62,1.32,25.68,88.15
04/02/2020,19.45,8.11,14.21,9.82,4.76,3.70,1.34,26.05,90.31
05/02/2020,19.86,8.24,15.55,11.05,4.78,3.87,1.32,26.31,93.87
06/02/2020,20.02,8.38,16.27,11.64,4.79,4.19,1.30,26.31,95.82
07/02/2020,19.75,8.43,15.97,11.38,4.85,4.14,1.31,25.33,94.16
08/02/2020,19.32,8.38,14.73,9.24,4.83,3.67,1.26,25.17,89.63
09/02/2020,18.75,8.19,12.44,7.27,4.66,3.62,1.12,25.32,84.33
10/02/2020,18.60,7.86,14.83,8.70,4.67,3.96,1.28,26.75,89.55
11/02/2020,18.36,7.86,15.30,9.22,4.66,3.66,1.30,28.03,91.22
12/02/2020,18.12,7.62,15.51,9.98,4.74,3.62,1.26,28.36,92.07
13/02/2020,18.22,7.40,16.30,10.61,4.74,3.29,1.28,27.89,92.63
14/02/2020,19.07,7.64,16.89,10.66,4.74,3.36,1.27,27.43,94.06
15/02/2020,19.56,7.69,15.19,7.85,4.58,3.10,1.17,26.76,88.94
16/02/2020,19.60,7.65,13.12,6.57,4.40,3.10,1.04,25.66,84.15
17/02/2020,19.97,7.42,13.45,8.74,4.58,3.52,1.21,26.49,88.30
18/02/2020,19.65,7.56,14.70,9.23,4.54,3.75,1.21,28.24,91.73
19/02/2020,19.81,7.67,15.98,9.87,4.52,3.59,1.24,28.59,94.11
20/02/2020,20.03,7.64,16.70,9.67,4.52,3.55,1.26,28.83,95.10
21/02/2020,20.06,7.54,16.68,9.38,4.55,3.33,1.23,28.01,93.75
22/02/2020,19.76,7.20,14.41,7.75,4.42,3.09,1.14,27.56,88.34
23/02/2020,19.00,7.13,12.42,7.00,4.18,2.94,0.97,26.14,82.78
24/02/2020,20.18,7.07,14.04,9.21,4.26,3.04,1.07,27.15,88.94
25/02/2020,20.13,7.40,14.34,9.16,4.51,3.44,0.97,28.07,90.87
26/02/2020,20.81,7.45,15.37,10.16,4.51,3.55,1.09,28.40,94.21
27/02/2020,20.91,7.44,16.29,10.88,4.44,3.63,1.20,29.13,96.82
28/02/2020,21.36,7.31,16.34,10.22,4.44,3.63,1.24,28.21,95.71
29/02/2020,20.91,7.35,14.27,7.63,4.35,3.30,1.08,28.77,90.66
01/03/2020,22.52,6.89,12.41,6.71,4.32,2.94,0.96,27.30,87.03
02/03/2020,24.43,6.60,13.92,9.67,4.54,3.51,1.14,28.02,94.71
03/03/2020,24.55,7.02,14.01,10.26,4.49,3.36,1.11,28.84,96.44
04/03/2020,25.14,7.10,14.19,10.78,4.46,3.76,1.05,29.11,98.40
05/03/2020,24.83,6.98,14.25,10.52,4.48,3.66,1.06,28.98,97.59
06/03/2020,25.50,7.09,14.64,9.91,4.53,3.54,1.05,27.92,97.09
07/03/2020,24.27,6.79,13.15,8.33,4.39,3.29,1.08,27.33,91.55
08/03/2020,24.31,6.76,11.34,6.82,4.18,3.15,0.97,25.58,86.03
09/03/2020,26.33,6.61,13.11,9.46,4.32,3.12,1.15,26.14,93.04
10/03/2020,25.80,5.98,14.03,8.58,4.47,3.30,1.15,27.19,93.22
11/03/2020,25.59,5.93,14.01,8.25,4.44,3.03,1.21,26.75,91.91
12/03/2020,25.17,6.18,13.58,7.82,4.33,3.11,1.23,26.25,90.40
13/03/2020,26.30,6.55,13.35,8.52,4.24,3.13,1.31,25.81,92.03
14/03/2020,25.45,6.77,12.45,7.67,4.14,3.39,1.20,24.76,88.64
15/03/2020,24.89,6.55,11.89,6.29,4.17,3.01,1.09,23.82,84.48
16/03/2020,26.41,6.36,13.42,8.53,4.32,3.63,1.27,24.85,91.41
17/03/2020,25.47,6.57,13.12,8.30,4.26,3.48,1.28,26.03,90.99
18/03/2020,25.45,6.78,12.23,7.84,4.20,3.14,1.16,25.60,88.85
19/03/2020,26.08,6.90,11.85,8.40,4.14,2.92,1.14,25.56,89.37
20/03/2020,25.87,6.95,11.45,7.89,4.17,2.89,1.14,25.42,88.12
21/03/2020,25.73,6.60,10.90,6.51,4.08,2.61,0.92,23.99,83.63
22/03/2020,25.25,5.98,10.09,6.28,4.05,2.54,0.69,22.40,79.46
23/03/2020,26.63,5.47,11.70,7.73,4.31,3.04,1.02,23.50,85.42
24/03/2020,26.71,5.60,11.45,7.81,4.30,3.29,0.98,24.02,86.10
25/03/2020,27.29,5.32,11.22,8.08,4.20,3.14,1.01,24.06,86.22
26/03/2020,27.68,4.95,10.83,7.96,4.12,2.99,1.05,23.57,85.01
27/03/2020,28.25,4.54,10.56,7.45,4.09,3.02,1.00,23.35,84.10
28/03/2020,27.04,4.38,9.07,6.21,3.80,2.80,0.76,22.09,77.98
29/03/2020,26.78,4.31,8.35,5.90,3.70,2.91,0.62,20.87,75.22
30/03/2020,27.61,4.42,9.50,8.03,3.95,3.32,0.90,22.16,81.62
31/03/2020,27.51,4.45,10.58,8.58,4.01,3.10,0.90,23.73,84.62
01/04/2020,29.67,3.75,9.96,8.37,4.03,3.19,0.95,23.72,85.39
02/04/2020,30.06,3.79,9.83,7.62,3.97,2.93,0.96,23.43,84.33
03/04/2020,29.37,3.94,10.24,7.59,3.91,2.87,0.98,23.30,83.94
04/04/2020,27.00,3.85,9.78,6.41,3.62,2.43,0.83,21.83,77.46
05/04/2020,27.31,3.84,8.57,4.95,3.69,2.56,0.65,20.43,73.71
06/04/2020,27.27,3.84,9.31,6.05,3.98,2.90,0.86,20.98,76.89
07/04/2020,28.13,4.03,9.95,6.65,3.96,2.90,0.85,22.54,80.72
08/04/2020,28.53,3.90,10.35,6.65,3.90,2.78,0.90,23.46,82.21
09/04/2020,28.38,3.89,10.33,6.58,3.86,2.83,0.94,23.70,82.25
10/04/2020,29.09,3.87,10.17,5.84,3.80,2.94,0.66,22.65,80.75
11/04/2020,28.23,3.83,9.29,5.56,3.70,2.67,0.66,22.13,77.79
12/04/2020,27.52,3.81,7.94,4.64,3.58,2.66,0.58,21.06,73.53
13/04/2020,28.25,3.93,9.41,5.08,3.80,3.34,0.84,21.60,77.96
14/04/2020,27.60,3.98,10.74,6.94,3.80,2.91,0.87,22.36,80.91
15/04/2020,27.78,4.16,11.07,6.69,3.68,2.78,0.85,22.36,81.11
16/04/2020,28.27,4.12,10.55,6.46,3.65,2.80,0.87,21.84,80.29
17/04/2020,28.57,4.18,10.77,6.31,3.62,2.73,0.89,21.47,80.26
18/04/2020,28.09,4.11,9.32,5.58,3.43,2.51,0.75,20.39,75.90
19/04/2020,27.12,3.91,8.43,4.86,3.29,2.13,0.56,18.95,70.94
20/04/2020,28.65,4.15,9.64,5.84,3.56,2.79,0.83,20.10,77.29
21/04/2020,29.06,4.08,10.10,5.90,3.56,2.60,0.66,20.94,78.64
22/04/2020,29.21,4.04,9.99,5.96,3.58,2.70,0.92,21.86,80.03
23/04/2020,28.77,4.12,10.44,6.46,3.53,2.78,0.88,22.31,81.09
24/04/2020,28.30,4.07,10.26,6.29,3.53,2.78,0.95,22.04,80.02
25/04/2020,27.59,3.93,9.46,5.56,3.29,2.23,0.83,21.11,75.78
26/04/2020,28.27,3.72,8.20,5.31,3.21,2.03,0.62,19.69,72.85
27/04/2020,28.42,3.92,9.27,6.71,3.54,2.52,0.91,21.31,78.37
28/04/2020,27.08,3.85,9.85,7.04,3.58,2.48,0.95,22.49,79.10
29/04/2020,27.90,3.98,9.79,6.73,3.59,2.12,0.97,22.61,79.50
30/04/2020,27.90,4.05,10.07,6.21,3.59,2.14,0.97,22.24,79.01
01/05/2020,24.52,4.71,9.74,5.12,3.24,2.01,0.74,20.87,72.76
02/05/2020,24.34,4.48,8.93,5.46,3.29,1.77,0.84,21.12,72.03
03/05/2020,24.61,4.33,8.23,5.18,3.19,1.73,0.66,19.94,69.64
04/05/2020,26.01,4.66,9.64,6.72,3.36,1.73,0.95,21.15,75.99
05/05/2020,26.87,4.74,10.32,6.78,3.36,1.73,0.97,22.34,78.89
06/05/2020,27.93,4.93,10.42,6.92,3.48,1.97,0.98,23.23,81.65
07/05/2020,28.62,4.83,9.80,6.87,3.41,2.07,0.95,22.95,81.33
08/05/2020,29.42,4.94,9.93,6.41,3.44,2.08,0.97,23.19,82.20
09/05/2020,29.64,5.10,9.64,5.54,3.20,2.10,0.88,22.73,80.66
10/05/2020,28.61,5.05,8.04,4.51,3.10,1.94,0.63,20.80,74.51
11/05/2020,28.74,5.02,9.31,6.42,3.18,2.14,0.89,21.74,79.27
12/05/2020,28.68,4.97,10.26,7.54,3.41,2.30,0.94,23.57,83.49
13/05/2020,29.32,5.32,9.81,7.84,3.43,2.26,0.98,24.04,84.83
14/05/2020,29.36,5.46,10.09,7.51,3.44,2.23,0.98,24.10,85.03
15/05/2020,29.86,5.49,10.26,7.25,3.59,2.36,1.02,24.12,85.81
16/05/2020,29.61,5.50,9.74,5.83,3.34,2.25,0.89,23.14,82.16
17/05/2020,29.15,5.25,8.38,4.87,3.22,1.89,0.67,21.59,76.87
18/05/2020,29.54,5.40,9.62,6.45,3.55,2.45,0.99,22.70,82.51
19/05/2020,30.52,5.51,9.96,6.86,3.54,2.41,1.01,23.73,85.38
20/05/2020,30.14,5.40,9.64,7.08,3.44,2.44,0.96,23.75,84.70
21/05/2020,29.86,5.26,9.83,5.88,3.43,2.51,0.95,23.35,82.94
22/05/2020,30.07,5.24,10.40,5.79,3.55,2.34,0.94,24.00,84.20
23/05/2020,29.49,5.34,9.19,5.17,3.31,2.05,0.83,22.91,80.14
24/05/2020,29.23,5.28,8.32,4.70,3.19,1.91,0.64,21.60,76.71
25/05/2020,30.21,5.48,8.61,6.50,3.52,2.37,0.88,22.07,81.44
26/05/2020,29.64,5.79,10.69,7.17,3.41,2.56,0.99,22.79,84.88
27/05/2020,30.42,5.81,11.73,7.03,3.38,2.39,1.00,23.94,87.54
28/05/2020,29.20,5.53,11.70,6.74,3.33,2.23,1.09,23.83,85.51
29/05/2020,28.20,5.34,11.94,6.90,3.43,2.25,1.11,23.76,84.78
30/05/2020,27.73,5.25,10.54,5.63,3.21,2.13,0.98,23.12,80.44
31/05/2020,27.65,5.14,8.98,4.87,3.18,2.07,0.69,21.22,75.62
01/06/2020,27.94,5.73,10.18,5.55,3.63,2.51,1.04,22.03,80.40
02/06/2020,27.24,5.87,11.60,6.79,3.62,2.48,1.08,23.85,84.34
03/06/2020,27.98,5.87,12.73,7.14,3.51,2.59,1.07,24.27,87.01
04/06/2020,29.16,5.77,12.95,7.22,3.46,2.60,1.05,24.94,89.02
05/06/2020,28.74,5.63,13.01,6.70,3.57,2.58,1.06,24.99,88.15
06/06/2020,29.41,5.41,11.51,5.44,3.31,2.38,0.98,23.59,83.88
07/06/2020,29.44,5.28,9.84,5.05,3.15,2.06,0.75,21.59,79.03
08/06/2020,28.77,5.50,11.49,7.41,3.49,2.50,1.06,23.28,85.32
09/06/2020,27.81,5.83,12.56,8.02,3.44,2.70,1.14,24.89,88.20
10/06/2020,29.25,6.14,12.77,7.95,3.42,2.77,1.16,25.58,90.88
11/06/2020,30.19,6.27,12.20,6.72,3.51,2.89,1.15,25.42,90.22
12/06/2020,30.69,6.24,12.24,6.35,3.52,2.80,1.16,25.13,90.01
13/06/2020,30.93,6.15,10.52,5.65,3.22,2.55,1.07,24.33,86.26
14/06/2020,30.72,5.83,9.06,5.25,3.26,2.34,0.82,23.11,82.24
15/06/2020,31.01,5.87,10.84,7.42,3.56,2.71,1.10,24.08,88.45
16/06/2020,30.81,6.09,11.47,7.98,3.51,2.65,1.12,25.24,90.71
17/06/2020,31.21,6.15,11.61,8.02,3.46,2.54,1.14,25.76,91.76
18/06/2020,30.34,6.12,12.37,7.84,3.61,2.70,1.14,26.47,92.48
19/06/2020,30.91,6.13,13.08,7.49,3.65,2.57,1.13,26.09,92.97
20/06/2020,30.31,6.10,12.14,6.04,3.49,2.14,1.01,25.24,88.34
21/06/2020,30.24,5.75,10.53,5.03,3.32,2.10,0.76,23.33,82.95
22/06/2020,29.59,5.89,12.76,6.83,3.59,2.57,1.11,24.20,88.40
23/06/2020,29.38,6.03,13.28,7.40,3.50,2.62,1.14,25.42,90.64
24/06/2020,29.89,6.32,13.22,7.65,3.38,2.70,1.15,25.45,91.64
25/06/2020,29.87,6.46,13.10,7.70,3.61,2.82,1.15,25.80,92.41
26/06/2020,28.84,6.43,13.16,7.57,3.60,2.78,1.15,25.94,91.39
27/06/2020,28.11,6.28,11.99,6.17,3.39,2.49,0.97,25.37,86.67
28/06/2020,29.00,6.05,10.73,5.23,3.30,2.30,0.69,24.09,83.27
29/06/2020,29.80,6.15,12.58,7.09,3.60,2.59,1.02,24.81,89.51
30/06/2020,29.86,6.35,13.23,7.31,3.53,2.84,1.07,25.18,91.25
